Label,Name,Network,Program,"Air Date","Air Time",Duration,"Archive ID",URL,"Model ID"
trump,"Donald Trump",BBCNEWS,"100 Days",2017-07-13,"10:37:42 AM PST",1,BBCNEWS_20170713_180000_100_Days,https://archive.org/details/BBCNEWS_20170713_180000_100_Days/start/2262/end/2263,
trump,"Donald Trump",BBCNEWS,"100 Days",2017-07-13,"10:43:30 AM PST",6,BBCNEWS_20170713_180000_100_Days,https://archive.org/details/BBCNEWS_20170713_180000_100_Days/start/2610/end/2616,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:00:22 AM PST",7,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/22/end/29,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:02:05 AM PST",22,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/125/end/147,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:02:33 AM PST",9,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/153/end/162,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:02:59 AM PST",33,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/179/end/212,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:03:53 AM PST",32,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/233/end/265,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"11:22:38 AM PST",1,BBCNEWS_20170713_190000_BBC_News,https://archive.org/details/BBCNEWS_20170713_190000_BBC_News/start/1358/end/1359,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:00:14 PM PST",15,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/14/end/29,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:00:40 PM PST",5,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/40/end/45,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:02:09 PM PST",9,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/129/end/138,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:02:28 PM PST",35,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/148/end/183,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:05:16 PM PST",5,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/316/end/321,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:05:28 PM PST",7,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/328/end/335,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:06:11 PM PST",15,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/371/end/386,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:17:41 PM PST",1,BBCNEWS_20170713_200000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_200000_Outside_Source/start/1061/end/1062,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:30:24 PM PST",5,BBCNEWS_20170713_203000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_203000_Outside_Source/start/24/end/29,
trump,"Donald Trump",BBCNEWS,"Outside Source",2017-07-13,"12:30:41 PM PST",5,BBCNEWS_20170713_203000_Outside_Source,https://archive.org/details/BBCNEWS_20170713_203000_Outside_Source/start/41/end/46,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-13,"01:13:57 PM PST",1,BBCNEWS_20170713_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170713_210000_BBC_News_at_Ten/start/837/end/838,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-13,"01:14:35 PM PST",15,BBCNEWS_20170713_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170713_210000_BBC_News_at_Ten/start/875/end/890,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-13,"01:14:56 PM PST",14,BBCNEWS_20170713_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170713_210000_BBC_News_at_Ten/start/896/end/910,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-13,"01:15:17 PM PST",14,BBCNEWS_20170713_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170713_210000_BBC_News_at_Ten/start/917/end/931,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"02:00:19 PM PST",7,BBCNEWS_20170713_220000_BBC_News,https://archive.org/details/BBCNEWS_20170713_220000_BBC_News/start/19/end/26,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"02:02:27 PM PST",1,BBCNEWS_20170713_220000_BBC_News,https://archive.org/details/BBCNEWS_20170713_220000_BBC_News/start/147/end/148,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"02:03:04 PM PST",16,BBCNEWS_20170713_220000_BBC_News,https://archive.org/details/BBCNEWS_20170713_220000_BBC_News/start/184/end/200,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"02:03:26 PM PST",13,BBCNEWS_20170713_220000_BBC_News,https://archive.org/details/BBCNEWS_20170713_220000_BBC_News/start/206/end/219,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"02:03:47 PM PST",14,BBCNEWS_20170713_220000_BBC_News,https://archive.org/details/BBCNEWS_20170713_220000_BBC_News/start/227/end/241,
trump,"Donald Trump",BBCNEWS,Newsday,2017-07-13,"03:09:59 PM PST",31,BBCNEWS_20170713_230000_Newsday,https://archive.org/details/BBCNEWS_20170713_230000_Newsday/start/599/end/630,
trump,"Donald Trump",BBCNEWS,Newsday,2017-07-13,"03:17:47 PM PST",6,BBCNEWS_20170713_230000_Newsday,https://archive.org/details/BBCNEWS_20170713_230000_Newsday/start/1067/end/1073,
trump,"Donald Trump",BBCNEWS,Newsday,2017-07-13,"04:09:14 PM PST",32,BBCNEWS_20170714_000000_Newsday,https://archive.org/details/BBCNEWS_20170714_000000_Newsday/start/554/end/586,
trump,"Donald Trump",BBCNEWS,Newsday,2017-07-13,"04:13:33 PM PST",4,BBCNEWS_20170714_000000_Newsday,https://archive.org/details/BBCNEWS_20170714_000000_Newsday/start/813/end/817,
trump,"Donald Trump",BBCNEWS,"Asia Business Report",2017-07-13,"04:41:56 PM PST",7,BBCNEWS_20170714_003000_Asia_Business_Report,https://archive.org/details/BBCNEWS_20170714_003000_Asia_Business_Report/start/716/end/723,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"05:02:16 PM PST",1,BBCNEWS_20170714_010000_BBC_News,https://archive.org/details/BBCNEWS_20170714_010000_BBC_News/start/136/end/137,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"05:02:53 PM PST",16,BBCNEWS_20170714_010000_BBC_News,https://archive.org/details/BBCNEWS_20170714_010000_BBC_News/start/173/end/189,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"05:03:15 PM PST",14,BBCNEWS_20170714_010000_BBC_News,https://archive.org/details/BBCNEWS_20170714_010000_BBC_News/start/195/end/209,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"05:03:36 PM PST",15,BBCNEWS_20170714_010000_BBC_News,https://archive.org/details/BBCNEWS_20170714_010000_BBC_News/start/216/end/231,
trump,"Donald Trump",BBCNEWS,"Thursday in Parliament",2017-07-13,"05:30:03 PM PST",9,BBCNEWS_20170714_013000_Thursday_in_Parliament,https://archive.org/details/BBCNEWS_20170714_013000_Thursday_in_Parliament/start/3/end/12,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:02:12 PM PST",1,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/132/end/133,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:02:50 PM PST",16,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/170/end/186,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:03:12 PM PST",2,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/192/end/194,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:03:20 PM PST",5,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/200/end/205,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:03:33 PM PST",14,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/213/end/227,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"06:29:03 PM PST",7,BBCNEWS_20170714_020000_BBC_News,https://archive.org/details/BBCNEWS_20170714_020000_BBC_News/start/1743/end/1750,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"07:02:15 PM PST",1,BBCNEWS_20170714_030000_BBC_News,https://archive.org/details/BBCNEWS_20170714_030000_BBC_News/start/135/end/136,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"07:02:53 PM PST",16,BBCNEWS_20170714_030000_BBC_News,https://archive.org/details/BBCNEWS_20170714_030000_BBC_News/start/173/end/189,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"07:03:16 PM PST",12,BBCNEWS_20170714_030000_BBC_News,https://archive.org/details/BBCNEWS_20170714_030000_BBC_News/start/196/end/208,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"07:03:36 PM PST",17,BBCNEWS_20170714_030000_BBC_News,https://archive.org/details/BBCNEWS_20170714_030000_BBC_News/start/216/end/233,
trump,"Donald Trump",BBCNEWS,HARDtalk,2017-07-13,"07:30:03 PM PST",7,BBCNEWS_20170714_033000_HARDtalk,https://archive.org/details/BBCNEWS_20170714_033000_HARDtalk/start/3/end/10,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"08:01:17 PM PST",15,BBCNEWS_20170714_040000_BBC_News,https://archive.org/details/BBCNEWS_20170714_040000_BBC_News/start/77/end/92,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"08:02:28 PM PST",15,BBCNEWS_20170714_040000_BBC_News,https://archive.org/details/BBCNEWS_20170714_040000_BBC_News/start/148/end/163,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-13,"08:14:40 PM PST",1,BBCNEWS_20170714_040000_BBC_News,https://archive.org/details/BBCNEWS_20170714_040000_BBC_News/start/880/end/881,
trump,"Donald Trump",BBCNEWS,"World Business Report",2017-07-13,"08:30:30 PM PST",7,BBCNEWS_20170714_043000_World_Business_Report,https://archive.org/details/BBCNEWS_20170714_043000_World_Business_Report/start/30/end/37,
trump,"Donald Trump",BBCNEWS,"World Business Report",2017-07-13,"08:44:05 PM PST",5,BBCNEWS_20170714_043000_World_Business_Report,https://archive.org/details/BBCNEWS_20170714_043000_World_Business_Report/start/845/end/850,
trump,"Donald Trump",BBCNEWS,Breakfast,2017-07-13,"09:08:41 PM PST",1,BBCNEWS_20170714_050000_Breakfast,https://archive.org/details/BBCNEWS_20170714_050000_Breakfast/start/521/end/522,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:00:58 AM PST",3,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/58/end/61,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:12:50 AM PST",4,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/770/end/774,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:17:49 AM PST",2,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/1069/end/1071,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:17:56 AM PST",1,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/1076/end/1077,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:18:05 AM PST",3,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/1085/end/1088,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:18:22 AM PST",3,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/1102/end/1105,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"02:20:31 AM PST",1,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/1231/end/1232,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"03:21:11 AM PST",8,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/4871/end/4879,
trump,"Donald Trump",BBCNEWS,"BBC Newsroom Live",2017-07-14,"03:21:28 AM PST",3,BBCNEWS_20170714_100000_BBC_Newsroom_Live,https://archive.org/details/BBCNEWS_20170714_100000_BBC_Newsroom_Live/start/4888/end/4891,
trump,"Donald Trump",BBCNEWS,"Victoria Derbyshire",2017-07-14,"01:46:55 AM PST",3,BBCNEWS_20170714_080000_Victoria_Derbyshire,https://archive.org/details/BBCNEWS_20170714_080000_Victoria_Derbyshire/start/6415/end/6418,
trump,"Donald Trump",BBCNEWS,"Victoria Derbyshire",2017-07-14,"01:47:54 AM PST",1,BBCNEWS_20170714_080000_Victoria_Derbyshire,https://archive.org/details/BBCNEWS_20170714_080000_Victoria_Derbyshire/start/6474/end/6475,
trump,"Donald Trump",BBCNEWS,"BBC News at One",2017-07-14,"04:06:21 AM PST",1,BBCNEWS_20170714_120000_BBC_News_at_One,https://archive.org/details/BBCNEWS_20170714_120000_BBC_News_at_One/start/381/end/382,
trump,"Donald Trump",BBCNEWS,"BBC News at One",2017-07-14,"04:06:27 AM PST",4,BBCNEWS_20170714_120000_BBC_News_at_One,https://archive.org/details/BBCNEWS_20170714_120000_BBC_News_at_One/start/387/end/391,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"05:09:58 AM PST",12,BBCNEWS_20170714_130000_BBC_News,https://archive.org/details/BBCNEWS_20170714_130000_BBC_News/start/598/end/610,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"05:10:41 AM PST",1,BBCNEWS_20170714_130000_BBC_News,https://archive.org/details/BBCNEWS_20170714_130000_BBC_News/start/641/end/642,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"05:10:47 AM PST",4,BBCNEWS_20170714_130000_BBC_News,https://archive.org/details/BBCNEWS_20170714_130000_BBC_News/start/647/end/651,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"05:29:19 AM PST",4,BBCNEWS_20170714_130000_BBC_News,https://archive.org/details/BBCNEWS_20170714_130000_BBC_News/start/1759/end/1763,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:10:18 AM PST",15,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/618/end/633,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:11:04 AM PST",1,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/664/end/665,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:11:10 AM PST",4,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/670/end/674,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:18:41 AM PST",3,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/1121/end/1124,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:18:49 AM PST",1,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/1129/end/1130,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:18:58 AM PST",3,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/1138/end/1141,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"06:19:15 AM PST",1,BBCNEWS_20170714_140000_BBC_News,https://archive.org/details/BBCNEWS_20170714_140000_BBC_News/start/1155/end/1156,
trump,"Donald Trump",BBCNEWS,"BBC News at Five",2017-07-14,"08:24:55 AM PST",9,BBCNEWS_20170714_160000_BBC_News_at_Five,https://archive.org/details/BBCNEWS_20170714_160000_BBC_News_at_Five/start/1495/end/1504,
trump,"Donald Trump",BBCNEWS,"BBC News at Five",2017-07-14,"08:25:35 AM PST",1,BBCNEWS_20170714_160000_BBC_News_at_Five,https://archive.org/details/BBCNEWS_20170714_160000_BBC_News_at_Five/start/1535/end/1536,
trump,"Donald Trump",BBCNEWS,"BBC News at Five",2017-07-14,"08:25:41 AM PST",4,BBCNEWS_20170714_160000_BBC_News_at_Five,https://archive.org/details/BBCNEWS_20170714_160000_BBC_News_at_Five/start/1541/end/1545,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"07:12:45 AM PST",15,BBCNEWS_20170714_150000_BBC_News,https://archive.org/details/BBCNEWS_20170714_150000_BBC_News/start/765/end/780,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"07:13:31 AM PST",1,BBCNEWS_20170714_150000_BBC_News,https://archive.org/details/BBCNEWS_20170714_150000_BBC_News/start/811/end/812,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"07:13:37 AM PST",4,BBCNEWS_20170714_150000_BBC_News,https://archive.org/details/BBCNEWS_20170714_150000_BBC_News/start/817/end/821,
trump,"Donald Trump",BBCNEWS,"BBC News at Six",2017-07-14,"09:12:58 AM PST",10,BBCNEWS_20170714_170000_BBC_News_at_Six,https://archive.org/details/BBCNEWS_20170714_170000_BBC_News_at_Six/start/778/end/788,
trump,"Donald Trump",BBCNEWS,"BBC News at Six",2017-07-14,"09:13:13 AM PST",1,BBCNEWS_20170714_170000_BBC_News_at_Six,https://archive.org/details/BBCNEWS_20170714_170000_BBC_News_at_Six/start/793/end/794,
trump,"Donald Trump",BBCNEWS,"BBC News at Six",2017-07-14,"09:13:38 AM PST",1,BBCNEWS_20170714_170000_BBC_News_at_Six,https://archive.org/details/BBCNEWS_20170714_170000_BBC_News_at_Six/start/818/end/819,
trump,"Donald Trump",BBCNEWS,"BBC News at Six",2017-07-14,"09:13:58 AM PST",3,BBCNEWS_20170714_170000_BBC_News_at_Six,https://archive.org/details/BBCNEWS_20170714_170000_BBC_News_at_Six/start/838/end/841,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"10:09:19 AM PST",3,BBCNEWS_20170714_180000_BBC_News,https://archive.org/details/BBCNEWS_20170714_180000_BBC_News/start/559/end/562,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"10:09:46 AM PST",1,BBCNEWS_20170714_180000_BBC_News,https://archive.org/details/BBCNEWS_20170714_180000_BBC_News/start/586/end/587,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"10:10:06 AM PST",3,BBCNEWS_20170714_180000_BBC_News,https://archive.org/details/BBCNEWS_20170714_180000_BBC_News/start/606/end/609,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"11:11:15 AM PST",15,BBCNEWS_20170714_190000_BBC_News,https://archive.org/details/BBCNEWS_20170714_190000_BBC_News/start/675/end/690,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"11:11:58 AM PST",2,BBCNEWS_20170714_190000_BBC_News,https://archive.org/details/BBCNEWS_20170714_190000_BBC_News/start/718/end/720,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"11:12:20 AM PST",2,BBCNEWS_20170714_190000_BBC_News,https://archive.org/details/BBCNEWS_20170714_190000_BBC_News/start/740/end/742,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:00:33 PM PST",2,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/33/end/35,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:02:00 PM PST",1,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/120/end/121,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:02:24 PM PST",1,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/144/end/145,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:02:44 PM PST",3,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/164/end/167,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:08:08 PM PST",1,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/488/end/489,
trump,"Donald Trump",BBCNEWS,"World News Today",2017-07-14,"12:08:21 PM PST",1,BBCNEWS_20170714_200000_World_News_Today,https://archive.org/details/BBCNEWS_20170714_200000_World_News_Today/start/501/end/502,
trump,"Donald Trump",BBCNEWS,HARDtalk,2017-07-14,"12:30:26 PM PST",3,BBCNEWS_20170714_203000_HARDtalk,https://archive.org/details/BBCNEWS_20170714_203000_HARDtalk/start/26/end/29,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-14,"01:00:40 PM PST",2,BBCNEWS_20170714_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170714_210000_BBC_News_at_Ten/start/40/end/42,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-14,"01:07:37 PM PST",1,BBCNEWS_20170714_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170714_210000_BBC_News_at_Ten/start/457/end/458,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-14,"01:07:58 PM PST",3,BBCNEWS_20170714_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170714_210000_BBC_News_at_Ten/start/478/end/481,
trump,"Donald Trump",BBCNEWS,"BBC News at Ten",2017-07-14,"01:08:21 PM PST",6,BBCNEWS_20170714_210000_BBC_News_at_Ten,https://archive.org/details/BBCNEWS_20170714_210000_BBC_News_at_Ten/start/501/end/507,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"02:00:38 PM PST",2,BBCNEWS_20170714_220000_BBC_News,https://archive.org/details/BBCNEWS_20170714_220000_BBC_News/start/38/end/40,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"02:05:38 PM PST",1,BBCNEWS_20170714_220000_BBC_News,https://archive.org/details/BBCNEWS_20170714_220000_BBC_News/start/338/end/339,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"02:05:58 PM PST",3,BBCNEWS_20170714_220000_BBC_News,https://archive.org/details/BBCNEWS_20170714_220000_BBC_News/start/358/end/361,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"02:06:22 PM PST",5,BBCNEWS_20170714_220000_BBC_News,https://archive.org/details/BBCNEWS_20170714_220000_BBC_News/start/382/end/387,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"03:03:32 PM PST",1,BBCNEWS_20170714_230000_BBC_News,https://archive.org/details/BBCNEWS_20170714_230000_BBC_News/start/212/end/213,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"03:04:40 PM PST",1,BBCNEWS_20170714_230000_BBC_News,https://archive.org/details/BBCNEWS_20170714_230000_BBC_News/start/280/end/281,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"03:05:04 PM PST",1,BBCNEWS_20170714_230000_BBC_News,https://archive.org/details/BBCNEWS_20170714_230000_BBC_News/start/304/end/305,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"03:05:24 PM PST",3,BBCNEWS_20170714_230000_BBC_News,https://archive.org/details/BBCNEWS_20170714_230000_BBC_News/start/324/end/327,
trump,"Donald Trump",BBCNEWS,"BBC News",2017-07-14,"04:03:20 PM PST",1,BBCNEWS_20170715_000000_BBC_News,https://archive.org/details/BBCNEWS_20170715_000000_BBC_News/start/200/end/201,
